country, type, prefix, voice price, sms price
Mauritius,Orange Mobile,230877,0.22,0.02
Mauritius,Mauritius,230878,0.22,0.02
Mauritius,Mauritius,2309,0.22,0.02
Mauritius,Mauritius,23099,0.19,0.02
Liberia,Liberia,231,0.5,0.08
Liberia,Mobile,23103,0.51,0.08
Liberia,Mobile,231226,0.51,0.08
Liberia,Mobile,231227,0.51,0.08
Liberia,Mobile,231228,0.51,0.08
Liberia,Mobile,231229,0.51,0.08
Liberia,Mobile,23128,0.51,0.08
Liberia,Mobile,23133,0.51,0.08
Liberia,Mobile,23138,0.51,0.08
Liberia,Mobile,23139,0.51,0.08
Liberia,Libercell Mobile,2314,0.51,0.08
Liberia,Mobile,23146,0.5,0.08
Liberia,Mobile,23147,0.5,0.08
Liberia,NovafOne Mobile,2315,0.39,0.08
Liberia,MTN Mobile,2316,0.36,0.08
Liberia,Celcom Mobile,2317,0.4,0.08
Liberia,Lonestar Mobile,23188,0.36,0.08
Sierra Leone,Sierra Leone,232,0.54,0.035
Sierra Leone,Freetown,23222,0.55,0.035
Sierra Leone,Freetown,23232,0.55,0.035
Ghana,Ghana,233,0.24,0.03
Ghana,Vodafone Mobile,23320,0.3,0.03
Ghana,Globacom Mobile,23323,0.21,0.03
Ghana,Mobile,23324,0.28,0.03
Ghana,Tigo Mobile,23327,0.3,0.03
Ghana,Expresso Mobile,23328,0.3,0.03
Chad Republic,Chad Republic,235,0.48,0.02
Chad Republic,Airtel Mobile,2356,0.5,0.02
Chad Republic,Milicom Mobile,2359,0.51,0.02
Central African Republic,Central African Republic,236,0.65,0.02
Cameroon,Cameroon,237,0.26,0.035
Cameroon,Yaounde,237223,0.25,0.035
Cameroon,Douala,237337,0.23,0.035
Cameroon,Douala,237339,0.23,0.035
Cameroon,Douala,237340,0.23,0.035
Cameroon,Douala,237341,0.23,0.035
Cameroon,Douala,237342,0.23,0.035
Cameroon,Douala,237343,0.23,0.035
Cameroon,Douala,237347,0.23,0.035
Cameroon,Cameroon,23750,0.35,0.035
Cameroon,Cameroon,23751,0.35,0.035
Cameroon,Cameroon,23755,0.35,0.035
Cameroon,Cellular Orange,2376,0.32,0.035
Cameroon,MTN Mobile,2377,0.4,0.035
Cameroon,Orange Mobile,2379,0.41,0.035
Cape Verde Islands,Cape Verde Islands,238,0.28,
Cape Verde Islands,Mobile,23818,0.31,
Cape Verde Islands,Tplus Mobile ,238330,0.29,
Cape Verde Islands,Tplus Mobile ,238331,0.29,
Cape Verde Islands,Tplus Mobile ,238332,0.29,
Cape Verde Islands,Tplus Mobile ,238333,0.29,
Cape Verde Islands,Tplus Mobile ,238334,0.29,
Cape Verde Islands,Tplus Mobile ,23851,0.29,
Cape Verde Islands,Mobile,23858,0.44,
Cape Verde Islands,Mobile,23859,0.44,
Cape Verde Islands,Mobile,2389,0.44,
Sao Tome & Principe,Sao Tome & Principe,239,1.51,
Sao Tome & Principe,Special services,2392287,1.19,
Sao Tome & Principe,Special services,2392298,1.19,
Sao Tome & Principe,Special services,2392299,1.19,
Equatorial Guinea,Equatorial Guinea,240,0.39,0.02
Gabon,Gabon,241,0.38,0.085
Gabon,Mobile,24103,0.48,0.085
Gabon,Mobile,24104,0.41,0.085
Gabon,Mobile,24105,0.46,0.085
Gabon,Airtel Mobile,24107,0.41,0.085
Gabon,Mobile,2413,0.48,0.085
Gabon,Airtel Mobile,2414,0.41,0.085
Gabon,Moov Mobile,2415,0.46,0.085
Gabon,Celtel (Gabon),2417,0.41,0.085
Republic Of The Congo,Republic Of The Congo,242,0.41,0.08
Republic Of The Congo,Republic Of The Congo,24201,0.37,0.08
Republic Of The Congo,Warid Mobile,24204,0.39,0.08
Republic Of The Congo,Republic Of The Congo,24205,0.47,0.08
Republic Of The Congo,Republic Of The Congo,24206,0.35,0.08
Republic Of The Congo,Republic Of The Congo,243,0.51,0.08
Republic Of The Congo,Republic Of The Congo,243115,0.41,0.08
Republic Of The Congo,Premium,243123,1.17,0.08
Republic Of The Congo,Republic Of The Congo,243124,1.17,0.08
Republic Of The Congo,Premium,243127,1.17,0.08
Republic Of The Congo,Republic Of The Congo,24315,0.41,0.08
Republic Of The Congo,Premium,24342,1.17,0.08
Republic Of The Congo,Premium,24343,1.17,0.08
Republic Of The Congo,Premium,243770,1.17,0.08
Republic Of The Congo,Tigo Mobile,24380,0.48,0.08
Republic Of The Congo,Vodacom Mobile,24381,0.49,0.08
Republic Of The Congo,Vodacom Mobile,24382,0.49,0.08
Republic Of The Congo,Orange Mobile,24384,0.48,0.08
Republic Of The Congo,Orange Mobile,24385,0.48,0.08
Republic Of The Congo,Dem. Rep. Of Congo Other,24387,0.45,0.08
Republic Of The Congo,OASIS Mobile,24389,0.46,0.08
Republic Of The Congo,Africell Mobile,24390,0.53,0.08
Republic Of The Congo,Airtel Mobile,24397,0.45,0.08
Republic Of The Congo,Airtel Mobile,24398,0.47,0.08
Republic Of The Congo,Airtel Mobile,24399,0.45,0.08
Angola,Angola,244,0.16,0.02
Angola,Angola ,24491,0.18,0.02
Guinea-Bissau,Guinea-Bissau,245,0.62,0.02
Guinea,Bissau-Mobile,2455,0.75,0.03
Guinea,Bissau-Mobile,2456,0.61,0.03
Guinea,Bissau-Mobile,2457,0.6,0.03
Guinea-Bissau,MTN Mobile,24590,0.61,0.02
Guinea-Bissau,MTN Mobile,24591,0.61,0.02
Guinea-Bissau,MTN Mobile,24592,0.61,0.02
Diego Garcia,Diego Garcia,246,1.41,
Ascension Island,Ascension Island,247,1.22,
Seychelles Island,Seychelles Island,248,0.41,0.02
Seychelles Island,Mobile,2489,0.4,0.02
Sudan,Sudan,249,0.26,0.06
Sudan,Mobile,24911,0.24,0.06
Sudan,Sudani Mobile ,24912,0.24,0.06
Sudan,Zain Mobile,24990,0.25,0.06
Sudan,Zain Mobile,24991,0.25,0.06
Sudan,Mobile,24995,0.25,0.06
Sudan,Mobitel Mobile,24996,0.25,0.06
Rwanda,Rwanda,250,0.35,0.02
Rwanda,Tigo Mobile,25072,0.29,0.02
Rwanda,Airtel Mobile,25073,0.29,0.02
Rwanda,Rwandatel Mobile,25075,0.29,0.02
Rwanda,MTN Mobile,25078,0.28,0.02
Ethiopia,Ethiopia,251,0.41,0.02
Ethiopia,ADDIS ABA,25111,0.4,0.02
Ethiopia,Addis Ababa,25112,0.4,0.02
Ethiopia,Addis Ababa,25161,0.4,0.02
Ethiopia,Mobile,2519,0.44,0.02
Ethiopia,Mobile,251914,0.42,0.02
Ethiopia,Mobile,251915,0.42,0.02
Ethiopia,Mobile,251916,0.42,0.02
Ethiopia,Mobile,251917,0.42,0.02
Ethiopia,Mobile,251918,0.42,0.02
Ethiopia,Mobile,251924,0.42,0.02
Ethiopia,Mobile,251925,0.42,0.02
Ethiopia,Mobile,251926,0.42,0.02
Ethiopia,Mobile,251927,0.42,0.02
Ethiopia,Mobile,251928,0.42,0.02
Ethiopia,Ethiopia,251958,0.42,0.02
Ethiopia,Ethiopia,2519580,0.44,0.02
Ethiopia,Ethiopia,2519581,0.44,0.02
Ethiopia,Ethiopia,2519582,0.44,0.02
Ethiopia,Ethiopia,2519583,0.44,0.02
Ethiopia,Mobile,251959,0.42,0.02
Djibouti,Djibouti,253,0.57,0.02
Kenya,Kenya,254,0.21,0.03
Kenya,Nairobi,25420,0.15,0.03
Kenya,Mobile,2547,0.24,0.03
Kenya,Safaricom Mobile,25470,0.17,0.03
Kenya,Safaricom Mobile,25471,0.17,0.03
Kenya,Safaricom Mobile,25472,0.17,0.03
Kenya,Airtel Mobile,25473,0.25,0.03
Kenya,Kenya,25474,0.26,0.03
Kenya,Econet Mobile,25475,0.26,0.03
Kenya,Kenya,25476,0.26,0.03
Kenya,Kenya,25478,0.25,0.03
Tanzania,Tanzania,255,0.37,0.055
Tanzania,Dar es Salaam,25522,0.36,0.055
Uganda,Uganda,256,0.3,0.02
Uganda,Warid Mobile,25620,0.29,0.02
Uganda,Gemtel Mobile,256477,0.29,0.02
Uganda,Fixed & Mobile,25671,0.29,0.02
Uganda,Celtel Mobile,25675,0.29,0.02
Uganda,Uganda,256760,0.29,0.02
Uganda,Orange Mobile,25679,0.29,0.02
Burundi,Burundi,257,0.45,0.02
Burundi,Mobile,25729,0.6,0.02
Burundi,Mobile,2577,0.44,0.02
Burundi,Telcel Mobile,25771,0.46,0.02
Burundi,Lacell Mobile,25775,0.46,0.02
Burundi,Econet Mobile,25776,0.46,0.02
Burundi,Mobile,25777,0.46,0.02
Burundi,AFR Mobile,25778,0.43,0.02
Burundi,Mobile,25779,0.46,0.02
Mozambique,Mozambique,258,0.15,0.02
Mozambique,Mobile,2588,0.16,0.02
Mozambique,Mcel Mobile,25882,0.17,0.02
Mozambique,Vodacom Mobile,25884,0.36,0.02
Mozambique,Movitel Mobile,25886,0.2,0.02
Mozambique,Mobile,258884,0.17,0.02
Zambia,Zambia,260,0.13,0.05
Zambia,Mobile,2609,0.14,0.05
Zambia,Cell Z Mobile,26095,0.19,0.05
Zambia,MTN Mobile,26096,0.19,0.05
Zambia,Airtel Mobile,26097,0.19,0.05
Madagascar,Madagascar,261,0.71,0.02
Madagascar,Gulfsat Mobile,26122,1.06,0.02
Reunion Island,Island Fixed,262,0.08,0.185
Mayotte Island,Mayotte Island,262269,0.17,
Mayotte Island,Mobile,26226919,0.18,
Reunion Island,Reunion Island,2622692,0.18,0.185
Reunion Island,Reunion Island,26226926,0.17,0.185
Reunion Island,Mayotte,26226950,0.26,0.185
Mayotte Island,Mayotte Island,26226960,0.26,
Mayotte Island,Mayotte Island,26226961,0.26,
Mayotte Island,Mayotte Island,26226962,0.26,
Mayotte Island,Mayotte Island,26226963,0.26,
Mayotte Island,Mayotte Island,26226964,0.26,
Mayotte Island,Mobile,26226965,0.18,
Mayotte Island,Mobile,26226966,0.18,
Mayotte Island,Mobile,26226967,0.18,
Mayotte Island,Mobile,26226968,0.18,
Mayotte Island,Mobile,26226969,0.18,
Reunion Island,Mayotte Mobile,26226970,0.26,0.185
Reunion Island,Mayotte,26226980,0.26,0.185
Mayotte Island,Mobile,262639,0.16,
Mayotte Island,Mobile,26263900,0.23,
Reunion Island,Mayotte Mobile,26263903,0.22,0.185
Reunion Island,Mayotte Mobile,26263904,0.22,0.185
Reunion Island,Mayotte Mobile,26263905,0.23,0.185
Reunion Island,Mayotte Mobile,26263906,0.23,0.185
Reunion Island,Mayotte Mobile,26263907,0.23,0.185
Mayotte Island,Mobile,26263909,0.23,
Mayotte Island,Mobile,26263910,0.23,
Mayotte Island,Mobile,26263911,0.23,
Mayotte Island,Mobile,26263919,0.23,
Mayotte Island,Mobile,2626392,0.23,
Reunion Island,Mayotte Mobile,26263939,0.22,0.185
Mayotte Island,Mobile,26263940,0.23,
Mayotte Island,Mayotte Island,2626396,0.23,
Mayotte Island,Mayotte Island,26263962,0.16,
Mayotte Island,Mayotte Island,26263963,0.16,
Mayotte Island,Mayotte Island,26263964,0.16,
Reunion Island,Mayotte Mobile,26263994,0.22,0.185
Reunion Island,Mayotte Mobile,26263995,0.23,0.185
Reunion Island,Mayotte Mobile,26263996,0.23,0.185
Reunion Island,Mayotte Mobile,26263997,0.23,0.185
Reunion Island,Mobile,262692,0.18,0.185
Reunion Island,Mobile,262693,0.18,0.185
Zimbabwe,Zimbabwe,263,0.17,0.02
Zimbabwe,Net One Mobile,26311,0.28,0.02
Zimbabwe,Telecel Mobile,26323,0.32,0.02
Zimbabwe,NetOne Mobile,26371,0.36,0.02
Zimbabwe,Telcel Mobile,26373,0.38,0.02
Zimbabwe,Econet Mobile,26377,0.42,0.02
Zimbabwe,Econet Mobile,26378,0.42,0.02
Zimbabwe,VoIP,26386,0.19,0.02
Zimbabwe,Econet Mobile,26391,0.21,0.02
Namibia,Namibia,264,0.13,0.05
Namibia,Mobile,26481,0.25,0.05
Namibia,Mobile,26485,0.25,0.05
Malawi,Malawi,265,0.31,0.045
Malawi,TNM Mobile,26588,0.34,0.045
Lesotho,Lesotho,266,0.36,0.035
Lesotho,Mobile,2665,0.38,0.035
Lesotho,Mobile,2666,0.4,0.035
Botswana,Botswana,267,0.14,0.02
Botswana,Mobile,2677,0.18,0.02
Botswana,Mascom Mobile,26771,0.37,0.02
Botswana,Orange Mobile,26772,0.36,0.02
Botswana,Mobile,26773,0.3,0.02
Botswana,Mascom Mobile,267740,0.37,0.02
Botswana,Mascom Mobile,267741,0.37,0.02
Botswana,Mascom Mobile,267742,0.37,0.02
Botswana,Orange Mobile,267743,0.36,0.02
Botswana,Orange Mobile,267744,0.36,0.02
Botswana,Mascom Mobile,267745,0.37,0.02
Botswana,Mascom Mobile,267746,0.37,0.02
Botswana,Mascom Mobile,267747,0.37,0.02
Botswana,Mobile,267748,0.36,0.02
Botswana,Mobile,267749,0.3,0.02
Botswana,Orange Mobile,267750,0.36,0.02
Botswana,Orange Mobile,267751,0.36,0.02
Botswana,Mobile,267752,0.36,0.02
Botswana,Mobile,267753,0.36,0.02
Botswana,Mascom Mobile,267754,0.37,0.02
Botswana,Mascom Mobile,267755,0.37,0.02
Botswana,Mascom Mobile,267756,0.37,0.02
Botswana,Mobile,267757,0.36,0.02
Botswana,Mobile,267758,0.3,0.02
Botswana,Mobile,267759,0.37,0.02
Botswana,Mascom Mobile,267760,0.37,0.02
Botswana,Mascom Mobile,267761,0.37,0.02
Botswana,Mascom Mobile,267762,0.37,0.02
Botswana,Orange Mobile,267763,0.36,0.02
Botswana,Orange Mobile,267764,0.36,0.02
Botswana,Orange Mobile,267765,0.36,0.02
Botswana,Mascom Mobile,267766,0.37,0.02
Botswana,Mascom Mobile,267767,0.37,0.02
Botswana,Mobile,267768,0.3,0.02
Botswana,Orange Mobile,267769,0.36,0.02
Botswana,Mascom Mobile,267770,0.37,0.02
Botswana,Mascom Mobile,267771,0.37,0.02
Botswana,Mascom Mobile,267776,0.2,0.02
Botswana,Mascom Mobile,267777,0.2,0.02
Botswana,Mobile,26779,0.37,0.02
Botswana,Orange Mobile,2677920,0.36,0.02
Swaziland,Swaziland,268,0.1,0.02
Swaziland,MTN Mobile,2686,0.23,0.02
Swaziland,Swaziland,2687,0.22,0.02
Swaziland,Mobile,26876,0.24,0.02
Swaziland,Mobile,26878,0.24,0.02
Comoros,Comoros,269,0.64,0.02
Comoros,Mobile,2693,0.59,0.02
Comoros,Mayotte Island,2696,0.59,0.02
Comoros,Cellular Mayotte,26965,0.58,0.02
Comoros,Cellular Mayotte,26966,0.58,0.02
Comoros,Cellular Mayotte,26967,0.58,0.02
Comoros,Cellular Mayotte,26968,0.58,0.02
